track_id,track_name,artist,genre,release_year,duration_ms,popularity,tempo,energy,danceability,loudness,valence,acousticness,instrumentalness,speechiness,liveness,key,mode,time_signature
TRACK_0166,Wild Moment,Kendrick Lamar,folk,2006,133678,92,171.36,0.5153,0.7159,-1.46,0.6654,0.3433,0.0401,0.0408,0.0298,7,1,4
TRACK_0167,Midnight Rhythm,Post Malone,soul,2008,141987,30,132.93,0.8947,0.8099,-7.53,0.7894,0.478,0.014,0.1126,0.0246,4,1,4
TRACK_0168,Frozen Nights,Doja Cat,hip-hop,2018,351900,54,110.42,0.7256,0.8382,-18.25,0.3721,0.0394,0.4146,0.0646,0.0656,0,1,3
TRACK_0169,Rising Voice,J. Cole,r&b,2014,141392,57,188.71,0.4845,0.5647,-10.06,1.0,0.2583,0.7272,0.1525,0.0421,3,0,4
TRACK_0170,Falling Rain,Michael Jackson,soul,2018,281309,10,182.92,0.8514,0.364,-2.64,0.4664,0.6722,0.2459,0.1249,0.0654,1,0,4
TRACK_0171,Fading Wave,Giveon,jazz,1997,132517,40,108.45,0.3238,0.2666,-0.49,0.2403,0.8305,0.1537,0.1383,0.0256,6,1,3
TRACK_0172,Falling Moment,Adele,rock,1991,285663,75,130.36,1.0,0.405,-12.03,0.5559,0.035,0.0237,0.0367,0.0127,9,0,4
TRACK_0173,Frozen Dreams,Khalid,classical,2012,183062,83,103.65,0.3585,0.4595,-9.88,0.5173,0.7394,0.0868,0.0089,0.1843,6,0,3
TRACK_0174,Rising Pulse,Rihanna,metal,2022,265267,12,68.59,0.854,0.2576,-4.38,0.5334,0.0033,0.0924,0.0048,0.9489,6,1,3
TRACK_0175,Burning Voice,Lizzo,latin,1991,213610,18,79.91,0.2404,0.6823,-17.57,0.3674,0.7886,0.0542,0.0085,0.2121,5,0,3
TRACK_0176,Sweet Shadow,Kendrick Lamar,reggae,1992,212353,79,146.13,0.2436,0.5802,-13.87,0.7698,0.7977,0.1467,0.0599,0.0999,5,0,4
TRACK_0177,Falling Heart,Kendrick Lamar,blues,1994,307706,68,175.86,0.145,0.3463,-5.33,0.0596,0.5745,0.22,0.0009,0.0969,0,1,4
TRACK_0178,Wild Lights,Glass Animals,pop,2009,255104,60,79.2,0.673,0.7482,-9.29,0.4907,0.2536,0.0363,0.001,0.0497,8,1,4
TRACK_0179,Lost Lights,Tame Impala,pop,2007,152630,57,123.61,0.7182,0.8195,-3.11,0.4554,0.1643,0.0155,0.0536,0.0293,6,1,4
TRACK_0180,Falling Voice,Bruno Mars,soul,2007,330016,20,115.23,0.4273,0.7055,-10.81,0.4631,0.4332,0.2306,0.1781,0.5595,11,1,3
TRACK_0181,Hollow Heart,Adele,r&b,2008,204203,23,95.65,0.5496,0.884,-3.18,0.9152,0.1092,0.0059,0.1856,0.1114,1,1,4
TRACK_0182,Hidden Moment,Radiohead,classical,2000,300817,66,145.95,0.5616,0.5622,-18.67,0.5799,0.7915,0.1096,0.013,0.2407,5,1,3
TRACK_0183,Neon Nights,Lana Del Rey,blues,2013,254502,96,69.98,0.652,0.4005,-19.76,0.4569,0.6952,0.4703,0.107,0.0784,2,0,4
TRACK_0184,Hollow Flame,Ed Sheeran,folk,1998,137624,40,85.93,0.4076,0.4923,-16.52,0.663,0.6423,0.0155,0.0864,0.2602,10,1,4
TRACK_0185,Hidden Voice,Phoebe Bridgers,r&b,2018,320038,19,88.8,0.7994,0.7043,-17.57,0.8503,0.0,0.1432,0.1192,0.1859,9,0,4
TRACK_0186,Silent Wave,Post Malone,electronic,1991,312852,33,164.73,0.65,0.7546,-3.76,1.0,0.3247,0.1603,0.011,0.0743,7,1,4
TRACK_0187,Silent Storm,Fleetwood Mac,rock,2003,280399,46,192.03,0.6955,0.155,-15.19,0.2294,0.3056,0.0194,0.0176,0.3923,11,1,4
TRACK_0188,Crystal Nights,Fleetwood Mac,rock,2001,355583,66,178.51,0.6659,0.587,-1.62,0.5032,0.1304,0.0436,0.1125,0.1111,1,1,4
TRACK_0189,Fading Heart,Harry Styles,blues,2013,253367,38,84.84,0.4236,0.4902,-9.1,0.6547,0.8494,0.6267,0.2217,0.0079,1,0,4
TRACK_0190,Lost Pulse,Imagine Dragons,jazz,2013,242527,80,89.89,0.3358,0.3671,-9.88,0.5356,0.8719,0.2755,0.1056,0.1407,2,0,3
TRACK_0191,Rising Sky,Arctic Monkeys,classical,1994,152853,50,156.44,0.3861,0.7703,-2.53,0.0678,0.8348,0.1517,0.1145,0.0314,10,0,4
TRACK_0192,Sweet Heart,Kendrick Lamar,country,2017,251822,17,198.85,0.5231,0.3051,-18.02,0.7085,0.2727,0.077,0.1288,0.0411,1,0,4
TRACK_0193,Dark Shadow,Doja Cat,hip-hop,2012,256025,46,109.75,0.9005,0.8195,-4.32,0.6389,0.0206,0.1212,0.0004,0.2576,1,1,4
TRACK_0194,Endless Storm,Kendrick Lamar,latin,2009,281068,78,111.51,0.2247,0.7102,-13.46,0.8707,0.2417,0.0242,0.0292,0.3767,1,0,4
TRACK_0195,Crystal Heart,Khalid,indie,2011,340864,82,184.07,0.8974,0.5026,-8.14,0.7054,0.414,0.0745,0.0426,0.2141,0,0,3
TRACK_0196,Sweet Storm,Tyler the Creator,pop,2016,282033,91,127.34,0.86,0.6812,-7.15,0.4828,0.1717,0.0101,0.0694,0.1484,0,1,4
TRACK_0197,Fading Echo,J. Cole,classical,2015,197970,68,97.77,0.6592,0.5613,-3.5,0.5385,0.9036,0.1034,0.0064,0.0109,1,0,4
TRACK_0198,Hidden Soul,Tame Impala,country,1999,201941,50,132.42,0.434,0.7317,-11.2,0.752,0.5954,0.0239,0.0318,0.1025,11,1,4
TRACK_0199,Lost Rhythm,Coldplay,hip-hop,1996,203654,40,199.77,0.6376,0.7678,-1.34,0.6762,0.427,0.1543,0.0438,0.182,7,0,4
TRACK_0200,Broken Rain,Taylor Swift,country,1993,196077,59,113.74,0.75,0.3651,-8.56,0.7879,0.3869,0.1329,0.0163,0.081,9,1,4
TRACK_0201,Hidden Echo,Giveon,folk,2021,126075,21,98.23,0.4342,0.3144,-9.64,0.7822,0.1169,0.0532,0.226,0.054,6,1,4
TRACK_0202,Neon Lights,Lil Nas X,jazz,2021,276635,93,172.37,0.5049,0.3508,-10.84,0.5004,0.6947,0.0989,0.0115,0.0151,10,1,4
TRACK_0203,Frozen Rain,Lizzo,metal,2013,320240,61,167.17,0.7972,0.7158,-16.82,0.3586,0.2661,0.1413,0.0116,0.2505,5,0,4
TRACK_0204,Sweet Pulse,SZA,pop,2013,265024,46,94.58,0.7624,0.7646,-1.87,0.4715,0.0328,0.0431,0.0254,0.2564,1,1,4
TRACK_0205,Hollow Moment,Post Malone,country,1998,145344,60,64.71,0.5148,0.7272,-18.75,0.5413,0.1458,0.3554,0.012,0.1368,5,1,4
TRACK_0206,Crystal Soul,OneRepublic,electronic,2022,225221,74,138.42,0.5085,0.6268,-1.26,0.6675,0.1796,0.0081,0.0434,0.0542,0,0,3
TRACK_0207,Dancing Echo,Bruno Mars,hip-hop,2019,159043,87,124.95,0.7691,0.6546,-0.56,0.2787,0.244,0.1407,0.0344,0.0218,8,0,4
TRACK_0208,Dark Road,Khalid,soul,2009,275641,53,138.57,0.3059,0.4239,-9.53,0.7954,0.2757,0.0183,0.1574,0.231,8,1,4
TRACK_0209,Lost Shadow,Post Malone,classical,2016,273014,49,124.16,0.3765,0.3249,-10.31,0.4372,0.6259,0.0272,0.2331,0.3415,11,0,4
TRACK_0210,Silent Vibe,Imagine Dragons,country,2004,309110,16,136.36,0.6683,0.5543,-18.75,0.6557,0.3882,0.1078,0.1314,0.1107,9,1,4
TRACK_0211,Crystal Wave,Ed Sheeran,metal,1997,170012,12,165.95,0.7354,0.3301,-9.61,0.2593,0.0517,0.0344,0.1682,0.381,7,1,4
TRACK_0212,Frozen Soul,Arctic Monkeys,hip-hop,2022,323154,88,168.08,0.5959,0.8311,-19.46,0.5436,0.2476,0.0101,0.0499,0.4319,7,0,4
TRACK_0213,Wild Pulse,Glass Animals,metal,2020,257750,58,175.09,0.782,0.929,-12.39,0.2996,0.1299,0.2242,0.267,0.041,5,0,4
TRACK_0214,Fading Soul,Beyoncé,soul,2010,245777,54,148.84,0.5663,0.4579,-4.04,0.6043,0.655,0.0756,0.1973,0.1371,8,1,4
TRACK_0215,Burning Road,Bon Iver,rock,1999,196140,15,180.01,0.8485,0.323,-1.88,0.656,0.0356,0.0486,0.3285,0.0273,4,0,4
TRACK_0216,Midnight Moment,Maroon 5,soul,2005,183558,16,81.29,0.3414,0.4013,-11.19,0.658,0.7258,0.1433,0.007,0.3853,10,0,4
TRACK_0217,Midnight Sky,Tame Impala,pop,2020,146357,97,197.78,0.7229,0.9195,-6.64,0.7405,0.1404,0.151,0.0145,0.3846,2,0,4
TRACK_0218,Dark Sky,Michael Jackson,soul,2020,290534,35,133.84,0.4992,0.3892,-5.61,0.5918,0.1088,0.3314,0.0066,0.2367,4,1,4
TRACK_0219,Dark Lights,Lana Del Rey,latin,2021,168840,47,159.43,0.3312,0.772,-13.71,0.5786,0.6733,0.0956,0.1379,0.1107,0,0,4
TRACK_0220,Hollow Fire,Tame Impala,indie,2008,239104,92,84.33,0.4505,0.5718,-5.76,0.4346,0.6798,0.2623,0.0085,0.0494,8,1,4
TRACK_0221,Silent Soul,Post Malone,folk,2011,162596,68,151.16,0.2994,0.4914,-7.58,0.7242,0.4152,0.0652,0.1473,0.1147,10,1,4
TRACK_0222,Dancing Mirror,Imagine Dragons,pop,2002,166004,88,105.51,0.7246,0.7663,-6.27,0.492,0.1947,0.0108,0.0154,0.3485,10,1,4
TRACK_0223,Burning Fire,Harry Styles,metal,1998,245161,51,157.18,0.8587,0.3788,-9.75,0.1808,0.1871,0.0546,0.0191,0.0061,3,0,4
TRACK_0224,Silent Voice,J. Cole,r&b,1993,295056,25,153.1,0.8043,0.6483,-14.79,0.6835,0.3085,0.3566,0.0889,0.148,7,1,4
TRACK_0225,Midnight Mirror,Phoebe Bridgers,r&b,2004,177443,27,136.53,0.6301,0.6825,-12.39,0.5259,0.3661,0.5645,0.0094,0.0988,7,0,4
TRACK_0226,Hollow Voice,Arctic Monkeys,blues,2020,318534,78,187.51,0.3167,0.4433,-4.92,0.5701,0.6847,0.2451,0.0015,0.5925,10,0,4
TRACK_0227,Hollow Nights,Bruno Mars,latin,2018,258457,100,182.19,0.7087,0.4676,-17.75,0.3971,0.6806,0.1825,0.0622,0.0183,5,0,4
TRACK_0228,Rising Soul,Imagine Dragons,rock,2024,159282,31,101.99,0.6115,0.4056,-5.14,0.6058,0.0,0.0074,0.1866,0.3442,5,1,3
TRACK_0229,Wild Vibe,Beyoncé,latin,1995,355638,75,71.06,0.6675,0.6263,-15.21,0.3297,0.7246,0.2374,0.0028,0.1574,7,0,4
TRACK_0230,Electric Road,Lizzo,hip-hop,1990,315508,37,76.09,0.5399,0.7836,-18.12,0.7827,0.2521,0.3606,0.0885,0.3182,9,0,3
TRACK_0231,Golden Echo,Ed Sheeran,r&b,2008,227182,33,104.37,0.6784,0.8801,-11.31,0.6856,0.0,0.223,0.0737,0.4015,2,1,4
TRACK_0232,Burning Flame,Frank Ocean,soul,2014,141037,97,158.37,0.5104,0.6339,-15.25,0.6142,0.5419,0.1077,0.0088,0.0874,10,0,4
TRACK_0233,Electric Dreams,Giveon,rock,2019,296553,79,164.1,1.0,0.4236,-9.87,0.5603,0.1123,0.1508,0.0059,0.0528,6,1,4
TRACK_0234,Wild Fire,Ed Sheeran,jazz,2016,281198,12,87.45,0.2841,0.0488,-7.78,0.0064,0.717,0.0494,0.0186,0.1308,3,0,3
TRACK_0235,Hollow Lights,Fleetwood Mac,rock,1993,184155,15,131.77,0.7691,0.3372,-14.13,0.7181,0.1319,0.4027,0.0405,0.0164,6,1,4
TRACK_0236,Fading Rain,Bruno Mars,metal,2004,228412,48,182.39,0.7114,0.4903,-10.13,0.0176,0.1104,0.1817,0.3949,0.0254,4,0,4
TRACK_0237,Endless Rhythm,Kendrick Lamar,indie,2014,183663,42,187.07,0.3923,0.517,-5.72,0.4877,0.3953,0.1404,0.0296,0.3125,3,1,3
TRACK_0238,Silent Road,OneRepublic,soul,1992,349014,19,67.16,0.8685,0.7517,-14.85,0.6455,0.1011,0.0092,0.0741,0.2088,3,0,4
TRACK_0239,Electric Soul,SZA,jazz,1997,315789,71,76.94,0.3097,0.2463,-11.62,0.2762,0.4272,0.2087,0.0059,0.015,3,0,4
TRACK_0240,Midnight Echo,Glass Animals,soul,2003,217178,50,110.67,0.4483,0.8179,-8.13,0.6751,0.568,0.0015,0.0809,0.4401,6,0,4
TRACK_0241,Electric Storm,Coldplay,folk,2016,197382,29,186.34,0.6288,0.7805,-18.67,0.2844,0.6068,0.1145,0.0123,0.0021,3,1,4
TRACK_0242,Dancing Storm,Beyoncé,r&b,2021,240803,31,66.12,0.3954,0.7154,-17.54,0.4529,0.6017,0.1227,0.0336,0.2351,11,1,4
TRACK_0243,Neon Rhythm,Ed Sheeran,hip-hop,1994,334432,95,154.22,0.7954,0.8227,-14.49,0.9051,0.1031,0.0549,0.1245,0.1064,0,0,4
TRACK_0244,Broken Nights,Olivia Rodrigo,hip-hop,1990,177336,74,141.51,0.7292,0.8289,-12.58,0.4114,0.0,0.1378,0.0978,0.2099,7,1,3
TRACK_0245,Electric Pulse,Coldplay,indie,2016,123106,12,184.61,0.4622,0.3918,-13.08,0.2998,0.4014,0.0252,0.0021,0.1868,8,1,4
TRACK_0246,Electric Rhythm,Radiohead,classical,2001,148053,22,103.57,0.1381,0.562,-6.46,0.2772,0.7274,0.1396,0.0363,0.0442,8,0,4
TRACK_0247,Golden Voice,Lana Del Rey,jazz,2019,268111,41,127.98,0.346,0.422,-19.45,0.5048,0.6286,0.1056,0.266,0.0873,11,0,4
TRACK_0248,Neon Dreams,Bad Bunny,latin,1995,251034,65,63.27,0.2273,0.317,-4.88,0.312,0.3716,0.092,0.0273,0.4146,10,1,4
TRACK_0249,Falling Storm,Ed Sheeran,folk,1994,299418,45,144.41,0.2813,0.8258,-3.47,0.8219,0.3198,0.6204,0.0272,0.5846,8,0,4
TRACK_0250,Dancing Dreams,Tyler the Creator,soul,1999,317198,60,81.58,0.4726,0.512,-8.93,0.579,0.3383,0.117,0.1148,0.3229,1,1,4
TRACK_0251,Burning Pulse,Tame Impala,indie,2014,318078,27,68.07,0.5083,0.4663,-13.15,0.3362,0.2815,0.0473,0.2715,0.1468,11,0,4
TRACK_0252,Frozen Heart,Maroon 5,blues,2014,142464,89,147.67,0.4942,0.1063,-10.22,0.1984,0.7242,0.0771,0.4073,0.3821,4,0,3
TRACK_0253,Burning Rain,Frank Ocean,rock,2010,214555,23,115.32,0.9101,0.7438,-19.21,0.5493,0.0,0.0968,0.0627,0.0465,1,0,4
TRACK_0254,Lost Storm,Taylor Swift,country,1998,142884,33,181.8,0.8748,0.8002,-17.39,0.5734,0.6055,0.2345,0.0107,0.2846,6,1,4
TRACK_0255,Dancing Road,The Weeknd,metal,2008,228477,59,127.68,0.8622,0.3946,-2.73,0.4441,0.1377,0.1333,0.0376,0.0606,1,0,4
TRACK_0256,Dark Rain,The 1975,metal,2009,190361,73,128.93,0.864,0.3412,-8.45,0.0,0.124,0.301,0.316,0.0942,2,0,4
TRACK_0257,Hollow Soul,Queen,r&b,1996,155517,48,88.07,0.7282,0.8445,-17.81,0.5679,0.2833,0.2886,0.0463,0.3379,0,1,4
TRACK_0258,Falling Vibe,J. Cole,folk,2010,218580,45,131.46,0.8252,0.3344,-7.47,0.5138,0.7184,0.3913,0.0015,0.1166,6,1,3
TRACK_0259,Electric Flame,Tyler the Creator,soul,2018,329108,47,101.92,0.6814,0.6975,-12.83,0.2941,0.5848,0.2448,0.0261,0.0426,11,0,4
TRACK_0260,Frozen Road,Drake,latin,2018,276744,71,175.99,0.8702,0.3049,-14.11,0.6738,0.7985,0.0022,0.1071,0.3234,9,1,4
TRACK_0261,Endless Moment,Ariana Grande,metal,1996,321576,41,152.2,0.7359,0.5148,-4.68,0.6009,0.18,0.2805,0.0761,0.0167,10,1,4
TRACK_0262,Midnight Storm,Doja Cat,latin,2022,315783,76,69.24,0.5413,0.3427,-13.02,0.485,0.3853,0.0176,0.1321,0.5311,8,0,4
TRACK_0263,Sweet Rhythm,Olivia Rodrigo,electronic,2012,126438,71,171.23,0.4928,0.7756,-5.86,0.4866,0.1501,0.0077,0.0061,0.0928,1,1,4
TRACK_0264,Golden Fire,Olivia Rodrigo,soul,2012,201760,53,190.09,0.4067,0.4278,-11.9,0.7624,0.2967,0.3548,0.031,0.1165,7,0,4
TRACK_0265,Lost Echo,Taylor Swift,country,2018,309266,99,110.09,0.3582,0.6523,-7.04,0.6224,0.7853,0.0197,0.1756,0.1259,7,1,3
TRACK_0266,Neon Fire,Dua Lipa,classical,2011,289861,23,155.57,0.6781,0.1864,-15.16,0.4578,0.6527,0.1877,0.1383,0.2933,10,0,4
TRACK_0267,Hidden Wave,Lana Del Rey,metal,2001,168860,91,98.0,0.906,0.8639,-10.07,0.3482,0.1392,0.0502,0.0115,0.1788,10,1,4
TRACK_0268,Wild Storm,Drake,pop,1996,329584,78,68.78,0.6449,0.7518,-3.21,0.4434,0.2646,0.0006,0.0227,0.2431,2,1,4
TRACK_0269,Hidden Fire,Lizzo,jazz,2021,258337,91,177.98,0.2513,0.3344,-13.73,0.2561,0.5481,0.2333,0.178,0.1024,5,1,4
TRACK_0270,Sweet Fire,Bon Iver,r&b,2012,341647,68,114.27,0.6161,0.8556,-7.35,0.9463,0.1902,0.1825,0.0003,0.0329,9,0,4
TRACK_0271,Hollow Vibe,Ariana Grande,soul,1998,202099,25,193.11,0.6991,0.6665,-5.95,0.7327,0.7762,0.0531,0.0089,0.274,3,1,3
TRACK_0272,Lost Rain,Rihanna,hip-hop,2014,229638,86,130.06,0.5843,0.794,-11.35,0.525,0.2612,0.0918,0.0187,0.0828,2,1,4
TRACK_0273,Electric Echo,Kendrick Lamar,hip-hop,2002,333703,59,175.11,0.5738,0.7652,-2.99,0.8405,0.132,0.0357,0.0857,0.1151,8,1,4
TRACK_0274,Neon Storm,Doja Cat,latin,2024,195673,31,101.34,0.8161,0.4187,-17.27,0.6254,0.5745,0.1582,0.1073,0.0683,7,1,4
TRACK_0275,Hidden Pulse,Tyler the Creator,metal,2017,146847,93,184.63,0.6811,0.6964,-14.25,0.5777,0.0099,0.0688,0.0048,0.0213,3,1,3
TRACK_0276,Midnight Wave,Tyler the Creator,country,2012,345718,100,113.07,0.5611,0.4472,-13.25,0.2103,0.6848,0.0029,0.0106,0.0961,9,1,4
TRACK_0277,Hollow Pulse,Bad Bunny,indie,2010,304563,47,61.39,0.545,0.5224,-10.72,0.6166,0.4717,0.4966,0.0586,0.2037,4,1,4
TRACK_0278,Midnight Rain,Arctic Monkeys,soul,1993,192698,93,196.64,0.4183,0.7257,-17.49,0.5649,0.641,0.0026,0.1176,0.2963,2,0,4
TRACK_0279,Golden Nights,Lana Del Rey,hip-hop,2022,316556,45,108.73,0.5969,0.7226,-12.57,0.8598,0.2153,0.0002,0.0285,0.1872,11,1,4
TRACK_0280,Dancing Vibe,The Weeknd,country,1995,311609,68,169.65,0.8819,0.7659,-4.39,0.829,0.1165,0.0919,0.0406,0.065,10,1,3
TRACK_0281,Wild Sky,Tyler the Creator,reggae,2021,190395,51,164.64,0.246,0.4255,-10.52,0.5389,0.2726,0.0089,0.2532,0.5148,4,1,4
TRACK_0282,Midnight Flame,Dua Lipa,indie,1997,344828,30,70.58,0.7496,0.8452,-12.69,0.8739,0.4811,0.0383,0.0174,0.0273,7,1,3
TRACK_0283,Silent Nights,Phoebe Bridgers,r&b,2006,141606,57,173.56,0.8422,0.8358,-7.28,0.5993,0.0333,0.0737,0.0897,0.0542,10,0,3
TRACK_0284,Wild Echo,Drake,r&b,1998,275629,38,184.62,0.7458,0.7563,-5.85,0.1829,0.1606,0.0096,0.0127,0.0014,8,1,3
TRACK_0285,Broken Road,Ariana Grande,pop,1996,147053,50,130.08,0.6198,1.0,-6.41,0.6869,0.0,0.0119,0.0257,0.2961,5,1,4
TRACK_0286,Golden Rhythm,Imagine Dragons,r&b,1990,279991,93,83.2,0.9781,0.5906,-11.09,0.5334,0.1154,0.0352,0.0041,0.334,2,1,4
TRACK_0287,Crystal Fire,Maroon 5,blues,2014,212152,64,121.18,0.2856,0.4683,-8.13,0.5124,0.5103,0.0114,0.0779,0.7151,5,0,4
TRACK_0288,Burning Mirror,Billie Eilish,classical,2005,249731,59,196.82,0.4323,0.2928,-4.85,0.5344,0.754,0.0265,0.0518,0.2281,1,0,4
TRACK_0289,Neon Road,Rihanna,latin,2008,284776,74,139.11,0.3731,0.6523,-4.57,0.3139,0.5666,0.1036,0.001,0.0016,6,1,4
TRACK_0290,Fading Nights,Rihanna,rock,2003,331828,29,91.09,0.8618,0.4189,-13.57,0.1961,0.1629,0.2826,0.1044,0.018,8,1,4
TRACK_0291,Dark Fire,The Weeknd,indie,1998,303893,11,76.59,0.5001,0.316,-14.22,0.6637,0.4366,0.0761,0.2016,0.8998,2,1,4
TRACK_0292,Dark Voice,Kendrick Lamar,metal,2007,312134,25,193.13,0.6656,0.2095,-8.46,0.4801,0.1248,0.0663,0.1239,0.052,0,1,4
TRACK_0293,Rising Nights,Lizzo,classical,1994,250062,68,86.82,0.0545,0.5139,-1.64,0.5662,0.5683,0.0161,0.0564,0.0449,8,1,3
TRACK_0294,Silent Fire,Imagine Dragons,country,1997,179874,75,99.55,0.2273,0.3198,-0.99,0.8067,0.2227,0.1307,0.0459,0.1562,0,0,3
TRACK_0295,Neon Echo,Phoebe Bridgers,jazz,2014,159343,32,185.17,0.5926,0.3957,-1.07,0.1539,0.6152,0.3346,0.0435,0.2728,0,1,4
TRACK_0296,Golden Vibe,Phoebe Bridgers,electronic,1997,251607,96,86.06,0.6767,0.3334,-13.37,0.3849,0.1991,0.2897,0.0186,0.0133,0,0,4
TRACK_0297,Rising Lights,Lana Del Rey,reggae,1994,349897,69,173.52,0.2483,0.8174,-3.28,0.4866,0.4548,0.0606,0.0946,0.2654,4,1,4
TRACK_0298,Endless Flame,The Weeknd,rock,2013,172604,47,99.55,0.7048,0.5134,-11.5,0.6605,0.1109,0.0057,0.0109,0.2611,9,1,4
TRACK_0299,Sweet Echo,SZA,jazz,2024,319355,41,92.26,0.2486,0.3851,-19.97,0.2028,0.5869,0.196,0.2725,0.0457,2,0,4
TRACK_0300,Rising Wave,Arctic Monkeys,pop,2021,135701,28,102.41,0.8661,0.8485,-13.49,0.8767,0.1198,0.187,0.1358,0.0361,11,1,3
TRACK_0301,Broken Rhythm,Arctic Monkeys,pop,2013,240182,20,142.69,0.814,0.7198,-6.78,0.9345,0.0783,0.0123,0.0629,0.2224,9,0,4
TRACK_0302,Dancing Shadow,Fleetwood Mac,hip-hop,2007,181239,19,65.94,0.722,0.7231,-14.69,0.5711,0.2853,0.138,0.0281,0.2256,3,0,4
TRACK_0303,Wild Flame,Giveon,rock,2019,189470,25,111.7,0.7616,0.4875,-1.34,1.0,0.2996,0.2636,0.0956,0.2255,1,0,4
TRACK_0304,Wild Shadow,Olivia Rodrigo,folk,1995,306425,41,180.64,0.5232,0.8065,-14.52,0.7103,0.5862,0.2468,0.0174,0.0763,5,1,4
TRACK_0305,Dark Dreams,Lana Del Rey,pop,2018,265739,80,192.59,0.7727,0.8435,-10.07,0.9849,0.2049,0.0718,0.0142,0.2777,3,0,4
TRACK_0306,Electric Lights,Doja Cat,rock,1998,171939,61,92.9,0.7288,0.6667,-5.9,0.541,0.094,0.2548,0.0632,0.6142,5,0,4
TRACK_0307,Neon Flame,Billie Eilish,indie,2000,270440,65,85.1,0.2362,0.5776,-4.0,0.8038,0.6029,0.1207,0.0404,0.0254,11,1,4
TRACK_0308,Burning Sky,Harry Styles,pop,2012,176286,33,171.54,0.5859,0.6285,-14.99,0.812,0.1952,0.1471,0.0678,0.322,4,1,4
TRACK_0309,Crystal Lights,Khalid,soul,2005,289680,47,136.84,0.8343,0.3067,-14.25,0.2363,0.5718,0.055,0.0348,0.1748,7,1,4
TRACK_0310,Wild Rhythm,J. Cole,country,2024,328364,12,169.73,0.4338,0.703,-14.28,0.2478,0.3832,0.085,0.0925,0.0727,6,1,4
TRACK_0311,Hollow Wave,Dua Lipa,metal,2007,135359,70,154.01,0.7844,0.3678,-7.35,0.5504,0.116,0.0333,0.0433,0.2502,8,1,4
TRACK_0312,Broken Wave,The 1975,jazz,2024,333984,17,197.25,0.3059,0.3008,-18.65,0.0863,0.6739,0.1097,0.0158,0.6353,3,1,4
TRACK_0313,Dark Heart,J. Cole,soul,2010,331343,99,119.18,0.2793,0.522,-13.07,0.6932,0.6165,0.076,0.0246,0.0414,5,0,4
TRACK_0314,Sweet Rain,Imagine Dragons,indie,2002,339335,73,195.6,0.5381,0.4477,-7.93,0.6597,0.3012,0.012,0.0063,0.5444,8,1,4
TRACK_0315,Dancing Lights,Dua Lipa,country,1999,273776,100,150.79,0.4081,0.3506,-14.65,0.6366,0.5193,0.0023,0.2682,0.052,2,0,4
TRACK_0316,Lost Road,Maroon 5,folk,1996,208227,48,97.95,0.6732,0.6886,-8.05,0.419,0.527,0.3016,0.2346,0.0201,5,0,4
TRACK_0317,Lost Wave,Maroon 5,blues,2001,219191,49,158.16,0.4327,0.4311,-6.4,0.1547,0.8086,0.0787,0.0012,0.1574,11,1,4
TRACK_0318,Electric Vibe,Lana Del Rey,hip-hop,1992,167731,87,177.57,0.6009,0.6176,-16.23,0.6495,0.1835,0.1674,0.3018,0.0193,5,0,4
TRACK_0319,Hidden Dreams,Lizzo,rock,2003,185415,98,188.04,0.7976,0.4238,-11.32,0.3761,0.1225,0.0449,0.0456,0.2314,1,1,4
TRACK_0320,Falling Road,Bon Iver,reggae,2024,218395,22,93.88,0.2063,0.6242,-5.72,0.6464,0.5293,0.0144,0.0178,0.3779,7,0,4
TRACK_0321,Burning Heart,Drake,country,1995,208591,86,97.91,0.7171,0.3076,-15.05,0.3501,0.2739,0.0097,0.0491,0.2375,9,1,3
TRACK_0322,Silent Mirror,Giveon,r&b,2005,145143,16,175.22,0.8922,0.8797,-1.35,0.6405,0.2612,0.1179,0.0179,0.1726,6,1,4
TRACK_0323,Fading Moment,Michael Jackson,pop,2002,145424,13,111.96,0.8243,0.8565,-1.58,0.6576,0.0584,0.1317,0.0618,0.0564,3,0,4
TRACK_0324,Neon Rain,Taylor Swift,rock,1995,295149,54,123.61,0.881,0.4096,-7.4,0.5782,0.2107,0.0428,0.0978,0.1004,8,1,4
TRACK_0325,Broken Echo,Giveon,jazz,1995,223495,14,122.15,0.6489,0.265,-19.56,0.5919,0.6676,0.0537,0.0559,0.0104,8,0,3
TRACK_0326,Hidden Heart,Bad Bunny,reggae,2003,331933,34,117.35,0.5438,0.8099,-6.9,0.7351,0.1738,0.0452,0.0139,0.0315,2,0,4
TRACK_0327,Crystal Moment,Lizzo,rock,2010,358761,18,75.46,0.879,0.501,-14.22,0.6436,0.1571,0.0556,0.023,0.1303,1,1,4
TRACK_0328,Falling Lights,Harry Styles,r&b,2007,225637,28,170.5,0.3283,0.8333,-13.84,0.4566,0.3573,0.3676,0.2443,0.0712,9,1,3
TRACK_0329,Fading Mirror,The 1975,r&b,2021,344981,99,137.47,0.6629,0.5581,-9.94,0.3797,0.1655,0.0323,0.1566,0.2034,10,0,4
TRACK_0330,Golden Soul,Fleetwood Mac,hip-hop,2003,359450,62,145.48,0.6762,0.7965,-16.79,0.8682,0.1416,0.168,0.0158,0.2131,11,1,4
TRACK_0331,Rising Heart,Drake,folk,2009,306009,74,160.62,0.3607,0.3647,-5.35,0.2014,0.2157,0.1085,0.0141,0.0157,6,0,4
